index,lambda,eta,r,RMSE
563,0.003,0.01,4.0,0.9397919886393845
564,0.003,0.011,4.0,0.9451012123697404
565,0.003,0.012,4.0,0.9651094929484434
566,0.003,0.02,4.0,0.9631336808653413
567,0.004,0.008,4.0,0.9614760546888822
568,0.004,0.009,4.0,0.9444499198028243
569,0.004,0.0099,4.0,1.003076386927908
570,0.004,0.01,4.0,0.9340108279564698
571,0.004,0.011,4.0,0.9342880390768011
572,0.004,0.012,4.0,0.9364566760035978
573,0.004,0.02,4.0,0.9525159115965438
574,0.005,0.008,4.0,1.0190667905692472
575,0.005,0.009,4.0,0.9830614384475087
576,0.005,0.0099,4.0,0.98197701806371
577,0.005,0.01,4.0,0.9339603919424881
578,0.005,0.011,4.0,0.9344386213206907
579,0.005,0.012,4.0,0.9622465708966808
580,0.005,0.02,4.0,0.9629964447104126
581,0.006,0.008,4.0,0.9397598622894914
582,0.006,0.009,4.0,0.9516977150604276
583,0.006,0.0099,4.0,0.9663357636279634
584,0.006,0.01,4.0,1.0097628486414176
585,0.006,0.011,4.0,1.0159667436061137
586,0.006,0.012,4.0,1.038762104574195
587,0.006,0.02,4.0,0.9457865486046183
588,0.007,0.008,4.0,1.0037231677432523
589,0.007,0.009,4.0,0.9839316258844962
590,0.007,0.0099,4.0,0.9414390895690488
591,0.007,0.01,4.0,0.9401829420450261
592,0.007,0.011,4.0,0.9862173573303554
593,0.007,0.012,4.0,0.9691139426355768
594,0.007,0.02,4.0,0.9602173883466493
595,0.008,0.008,4.0,0.9784709351745646
596,0.008,0.009,4.0,0.9378097171600787
597,0.008,0.0099,4.0,0.9365346349393963
598,0.008,0.01,4.0,0.9761944025098447
599,0.008,0.011,4.0,0.955421397795138
600,0.008,0.012,4.0,0.9483368541387689
601,0.008,0.02,4.0,0.9633007644019296
602,0.009000000000000001,0.008,4.0,0.9375161180278646
603,0.009000000000000001,0.009,4.0,1.0140538828697336
604,0.009000000000000001,0.0099,4.0,0.9953368310458276
605,0.009000000000000001,0.01,4.0,0.9495211617367427
606,0.009000000000000001,0.011,4.0,0.9920646013967874
607,0.009000000000000001,0.012,4.0,1.0488117125643506
608,0.009000000000000001,0.02,4.0,0.947897915496224
609,0.010000000000000002,0.008,4.0,0.9705291201769425
610,0.010000000000000002,0.009,4.0,1.0283068184492903
611,0.010000000000000002,0.0099,4.0,1.0348945218865835
612,0.010000000000000002,0.01,4.0,0.9601105017084559
613,0.010000000000000002,0.011,4.0,0.9477256567098032
614,0.010000000000000002,0.012,4.0,0.9666706911054994
615,0.010000000000000002,0.02,4.0,0.9548878778233438
616,0.011,0.008,4.0,0.9544914635664598
617,0.011,0.009,4.0,0.9890101352087267
618,0.011,0.0099,4.0,0.9487733348223316
619,0.011,0.01,4.0,0.9946779888068047
620,0.011,0.011,4.0,0.9786867144460393
621,0.011,0.012,4.0,0.965586171291973
622,0.011,0.02,4.0,1.0178471116959977
623,0.012,0.008,4.0,0.9664329300528812
624,0.012,0.009,4.0,1.0142245417763178
625,0.012,0.0099,4.0,1.0239991986865524
626,0.012,0.01,4.0,1.0056633137965536
627,0.012,0.011,4.0,0.9786281660608301
628,0.012,0.012,4.0,1.0435203998380087
629,0.012,0.02,4.0,0.949504192533362
630,0.013000000000000001,0.008,4.0,0.9641401528352629
631,0.013000000000000001,0.009,4.0,0.9813394104106482
632,0.013000000000000001,0.0099,4.0,0.9391764726868581
633,0.013000000000000001,0.01,4.0,1.019339636393634
634,0.013000000000000001,0.011,4.0,0.9548486248808773
635,0.013000000000000001,0.012,4.0,1.0342868700155745
636,0.013000000000000001,0.02,4.0,0.9833299703306734
637,0.014000000000000002,0.008,4.0,0.9840901756583169
638,0.014000000000000002,0.009,4.0,0.9709922149269381
639,0.014000000000000002,0.0099,4.0,0.9421837361676376
640,0.014000000000000002,0.01,4.0,0.9375297362423591
641,0.014000000000000002,0.011,4.0,0.9410014996933382
642,0.014000000000000002,0.012,4.0,1.016559044331277
643,0.014000000000000002,0.02,4.0,0.9539566411729639
644,0.015,0.008,4.0,0.9610445578675038
645,0.015,0.009,4.0,0.9389901350734019
646,0.015,0.0099,4.0,0.931956297502214
647,0.015,0.01,4.0,0.9701385125706653
648,0.015,0.011,4.0,0.9452962071784153
649,0.015,0.012,4.0,0.9579314078409384
650,0.015,0.02,4.0,1.0631236934068726
651,0.016,0.008,4.0,0.9387461353879164
652,0.016,0.009,4.0,0.9981130246546699
653,0.016,0.0099,4.0,1.0207755035276551
654,0.016,0.01,4.0,0.950189762253506
655,0.016,0.011,4.0,0.9543222929808153
656,0.016,0.012,4.0,0.9626482413556315
657,0.016,0.02,4.0,0.9898710749086297
658,0.017,0.008,4.0,0.945143920304002
659,0.017,0.009,4.0,0.9669513766193392
660,0.017,0.0099,4.0,0.9981703460713219
661,0.017,0.01,4.0,1.028523387865
662,0.017,0.011,4.0,1.0227530893612888
663,0.017,0.012,4.0,1.0375847069281043
664,0.017,0.02,4.0,0.9653249428503213
665,0.018000000000000002,0.008,4.0,0.995853946506632
666,0.018000000000000002,0.009,4.0,0.985966116746186
667,0.018000000000000002,0.0099,4.0,0.9362213072999072
668,0.018000000000000002,0.01,4.0,0.95060960955616
669,0.018000000000000002,0.011,4.0,1.0064241793113544
670,0.018000000000000002,0.012,4.0,0.9514748143684912
671,0.018000000000000002,0.02,4.0,0.9481042471064145
672,0.019000000000000003,0.008,4.0,0.9529196909162513
673,0.019000000000000003,0.009,4.0,0.9481161936334752
674,0.019000000000000003,0.0099,4.0,1.0171720102389845
675,0.019000000000000003,0.01,4.0,0.9726340686148854
676,0.019000000000000003,0.011,4.0,1.037171418239688
677,0.019000000000000003,0.012,4.0,0.9407706078294089
678,0.019000000000000003,0.02,4.0,0.9589207806654633
679,0.02,0.008,4.0,0.9374869811593481
680,0.02,0.009,4.0,0.9721353409514455
681,0.02,0.0099,4.0,1.0285180537158845
682,0.02,0.01,4.0,1.0060244262354898
683,0.02,0.011,4.0,1.0054659200672558
684,0.02,0.012,4.0,0.9564934522190922
685,0.02,0.02,4.0,0.9838003760263195
686,0.025,0.008,4.0,0.9907534980149244
687,0.025,0.009,4.0,1.0079229409545825
688,0.025,0.0099,4.0,0.9423591025305761
689,0.025,0.01,4.0,0.988783262541956
690,0.025,0.011,4.0,0.9882131684659894
691,0.025,0.012,4.0,0.9460570863067
692,0.025,0.02,4.0,0.9476021245987192
693,0.030000000000000002,0.008,4.0,0.9949886676537375
694,0.030000000000000002,0.009,4.0,0.9395052153002319
695,0.030000000000000002,0.0099,4.0,0.9365378275664047
696,0.030000000000000002,0.01,4.0,0.9347477606699277
697,0.030000000000000002,0.011,4.0,0.9438799837203424
698,0.030000000000000002,0.012,4.0,1.0117993176423088
699,0.030000000000000002,0.02,4.0,0.9631452640547289
700,0.035,0.008,4.0,0.9451342835644232
701,0.035,0.009,4.0,0.9855727933274241
702,0.035,0.0099,4.0,1.003109732665039
703,0.035,0.01,4.0,1.0167661432219894
704,0.035,0.011,4.0,0.9721704653531531
705,0.035,0.012,4.0,0.9645442491089352
706,0.035,0.02,4.0,0.9413932553516731
707,0.04000000000000001,0.008,4.0,0.9595103661457742
708,0.04000000000000001,0.009,4.0,0.9611340863465136
709,0.04000000000000001,0.0099,4.0,1.007046086345539
710,0.04000000000000001,0.01,4.0,1.014619173035828
711,0.04000000000000001,0.011,4.0,0.9934434926703518
712,0.04000000000000001,0.012,4.0,0.9501672868417497
713,0.04000000000000001,0.02,4.0,0.9502005921228369
714,0.045000000000000005,0.008,4.0,0.9974792005100073
715,0.045000000000000005,0.009,4.0,0.9447001777134935
716,0.045000000000000005,0.0099,4.0,0.9519688570290954
717,0.045000000000000005,0.01,4.0,0.978519032668572
718,0.045000000000000005,0.011,4.0,0.985170842894696
719,0.045000000000000005,0.012,4.0,0.9534793507025278
720,0.045000000000000005,0.02,4.0,0.9815433350781838
721,0.05,0.008,4.0,0.9789408564126809
722,0.05,0.009,4.0,1.007222327979076
723,0.05,0.0099,4.0,1.0027702628073176
724,0.05,0.01,4.0,0.9807792233923438
725,0.05,0.011,4.0,0.9346749624603765
726,0.05,0.012,4.0,0.9680929349504207
727,0.05,0.02,4.0,0.939543091479783
728,0.001,0.008,5.0,1.0099426130541242
729,0.001,0.009,5.0,0.943921935443213
730,0.001,0.0099,5.0,0.9373717310751409
731,0.001,0.01,5.0,0.9404472807352052
732,0.001,0.011,5.0,1.0039669798269981
733,0.001,0.012,5.0,0.9758729515019609
734,0.001,0.02,5.0,0.9505063803250561
735,0.002,0.008,5.0,1.0141932856857534
736,0.002,0.009,5.0,0.9630629952111691
737,0.002,0.0099,5.0,0.9951489751353928
738,0.002,0.01,5.0,1.0084695096688112
739,0.002,0.011,5.0,1.0230849368300785
740,0.002,0.012,5.0,0.996181353359908
741,0.002,0.02,5.0,0.9657266228971286
742,0.003,0.008,5.0,0.9834375003034282
743,0.003,0.009,5.0,0.9777349612008565
744,0.003,0.0099,5.0,0.9975751141756287
745,0.003,0.01,5.0,0.9381303789444364
746,0.003,0.011,5.0,0.9746028861864697
747,0.003,0.012,5.0,1.047482930025362
748,0.003,0.02,5.0,0.9458910925588088
749,0.004,0.008,5.0,0.9389412028301859
750,0.004,0.009,5.0,0.9527185932105836
751,0.004,0.0099,5.0,0.9545817403810961
752,0.004,0.01,5.0,1.0256582182966936
753,0.004,0.011,5.0,0.9895776791377903
754,0.004,0.012,5.0,1.0361425007527112
755,0.004,0.02,5.0,0.9514487896141317
756,0.005,0.008,5.0,1.05642325165596
757,0.005,0.009,5.0,1.037790415333261
758,0.005,0.0099,5.0,0.9443114123259081
759,0.005,0.01,5.0,0.9544490379637427
760,0.005,0.011,5.0,0.9366340251847103
761,0.005,0.012,5.0,0.9673978983609945
762,0.005,0.02,5.0,0.9460921698647797
763,0.006,0.008,5.0,0.9374447772466179
764,0.006,0.009,5.0,0.9399181586540539
765,0.006,0.0099,5.0,1.0199270519434847
766,0.006,0.01,5.0,0.9957608228887254
767,0.006,0.011,5.0,0.9485516608010423
768,0.006,0.012,5.0,0.9395351723420707
769,0.006,0.02,5.0,0.9485521747433387
770,0.007,0.008,5.0,0.9964426164782331
771,0.007,0.009,5.0,0.9460979869583463
772,0.007,0.0099,5.0,0.9584566247440534
773,0.007,0.01,5.0,1.0058444611947739
774,0.007,0.011,5.0,0.9370110932605914
775,0.007,0.012,5.0,1.0450605031304108
776,0.007,0.02,5.0,0.966632454542067
777,0.008,0.008,5.0,1.0056806952914512
778,0.008,0.009,5.0,0.9498238882610822
779,0.008,0.0099,5.0,1.0232549119869225
780,0.008,0.01,5.0,0.9409754645172432
781,0.008,0.011,5.0,0.9589693912405773
782,0.008,0.012,5.0,0.9601543404624747
783,0.008,0.02,5.0,0.9460323958938722
784,0.009000000000000001,0.008,5.0,0.9780167418386347
785,0.009000000000000001,0.009,5.0,1.0050266122430853
786,0.009000000000000001,0.0099,5.0,0.9775749268762141
787,0.009000000000000001,0.01,5.0,1.0267572515031234
788,0.009000000000000001,0.011,5.0,0.9828555720348827
789,0.009000000000000001,0.012,5.0,0.9758888752251477
790,0.009000000000000001,0.02,5.0,0.988085573748066
791,0.010000000000000002,0.008,5.0,0.9912633881279267
792,0.010000000000000002,0.009,5.0,0.9416437010177949
793,0.010000000000000002,0.0099,5.0,1.0341559124134643
794,0.010000000000000002,0.01,5.0,0.9560702430259872
795,0.010000000000000002,0.011,5.0,1.0139708352515011
796,0.010000000000000002,0.012,5.0,0.9702061988387161
797,0.010000000000000002,0.02,5.0,0.9477991019362597
798,0.011,0.008,5.0,1.0175849058895525
799,0.011,0.009,5.0,0.9691030431433431
800,0.011,0.0099,5.0,0.9871254870152911
801,0.011,0.01,5.0,0.9659775757583394
802,0.011,0.011,5.0,0.9822795219090589
803,0.011,0.012,5.0,0.9886053187074066
804,0.011,0.02,5.0,0.9507117070463003
805,0.012,0.008,5.0,0.9436579775937664
806,0.012,0.009,5.0,0.9387289888112812
807,0.012,0.0099,5.0,0.9724508864225925
808,0.012,0.01,5.0,0.9585453307464805
809,0.012,0.011,5.0,1.038976807779665
810,0.012,0.012,5.0,0.9349416502540183
811,0.012,0.02,5.0,0.9666513516789635
812,0.013000000000000001,0.008,5.0,0.9946085475414915
813,0.013000000000000001,0.009,5.0,1.0159300677249008
814,0.013000000000000001,0.0099,5.0,0.9567629782983703
815,0.013000000000000001,0.01,5.0,0.9646098888898617
816,0.013000000000000001,0.011,5.0,1.0204905866241638
817,0.013000000000000001,0.012,5.0,0.9717249901843528
818,0.013000000000000001,0.02,5.0,0.9443587794024986
819,0.014000000000000002,0.008,5.0,0.9604364449083385
820,0.014000000000000002,0.009,5.0,0.9490895381470084
821,0.014000000000000002,0.0099,5.0,0.9489710822249685
822,0.014000000000000002,0.01,5.0,0.9976516855645701
823,0.014000000000000002,0.011,5.0,0.9699129987953188
824,0.014000000000000002,0.012,5.0,0.9428196662061035
825,0.014000000000000002,0.02,5.0,0.9622689341864396
826,0.015,0.008,5.0,0.9795533745503786
827,0.015,0.009,5.0,0.9549683763330359
828,0.015,0.0099,5.0,0.9617855303990246
829,0.015,0.01,5.0,0.9377123026248937
830,0.015,0.011,5.0,0.9378848408958069
831,0.015,0.012,5.0,1.0111151377441236
832,0.015,0.02,5.0,1.0420909303730554
833,0.016,0.008,5.0,0.9792575858458196
834,0.016,0.009,5.0,1.0216113768292376
835,0.016,0.0099,5.0,0.9410232511068308
836,0.016,0.01,5.0,1.0263021773091512
837,0.016,0.011,5.0,0.9474725740529555
838,0.016,0.012,5.0,0.9738274571518003
839,0.016,0.02,5.0,0.9570748634722912
840,0.017,0.008,5.0,0.9530526696429138
841,0.017,0.009,5.0,1.0289485994456153
842,0.017,0.0099,5.0,0.9461452907048523
843,0.017,0.01,5.0,0.9401890414188475
844,0.017,0.011,5.0,0.9750569226941913
845,0.017,0.012,5.0,0.935577905080808
846,0.017,0.02,5.0,0.962587046931074
847,0.018000000000000002,0.008,5.0,0.9480090095488333
848,0.018000000000000002,0.009,5.0,0.9946625688854573
849,0.018000000000000002,0.0099,5.0,0.9524410547643201
850,0.018000000000000002,0.01,5.0,0.9473171197515233
851,0.018000000000000002,0.011,5.0,1.0086732408068013
852,0.018000000000000002,0.012,5.0,0.9841201761937326
853,0.018000000000000002,0.02,5.0,0.9484044465462876
854,0.019000000000000003,0.008,5.0,0.9408379939857635
855,0.019000000000000003,0.009,5.0,0.968918791376066
856,0.019000000000000003,0.0099,5.0,0.9784276119384924
857,0.019000000000000003,0.01,5.0,0.9624959166660185
858,0.019000000000000003,0.011,5.0,0.93693177503868
859,0.019000000000000003,0.012,5.0,1.0022113797464351
860,0.019000000000000003,0.02,5.0,0.9531841418995884
861,0.02,0.008,5.0,1.003486139642764
862,0.02,0.009,5.0,0.9435208385173607
863,0.02,0.0099,5.0,0.9592492926753132
864,0.02,0.01,5.0,0.9376615626546139
865,0.02,0.011,5.0,1.0096752164083065
866,0.02,0.012,5.0,1.0394480294131643
867,0.02,0.02,5.0,0.9720988346499034
868,0.025,0.008,5.0,0.9793304524885839
869,0.025,0.009,5.0,0.9482648968729643
870,0.025,0.0099,5.0,0.9897908625624422
871,0.025,0.01,5.0,0.9724166034136823
872,0.025,0.011,5.0,0.9440364172327083
873,0.025,0.012,5.0,0.9531740388489223
874,0.025,0.02,5.0,0.9553698005629228
875,0.030000000000000002,0.008,5.0,0.9700411518236182
876,0.030000000000000002,0.009,5.0,0.9401255783633718
877,0.030000000000000002,0.0099,5.0,0.9617235902708924
878,0.030000000000000002,0.01,5.0,0.9358592056152187
879,0.030000000000000002,0.011,5.0,1.05350222258294
880,0.030000000000000002,0.012,5.0,0.9806737892373655
881,0.030000000000000002,0.02,5.0,0.9652815114403748
882,0.035,0.008,5.0,0.9966214388495346
883,0.035,0.009,5.0,1.0099104766815143
884,0.035,0.0099,5.0,0.9584598833303032
885,0.035,0.01,5.0,0.9600069265075953
886,0.035,0.011,5.0,0.9378976665817614
887,0.035,0.012,5.0,0.9870604701124841
888,0.035,0.02,5.0,0.9872401854145195
889,0.04000000000000001,0.008,5.0,0.9774566784884532
890,0.04000000000000001,0.009,5.0,0.9838713828543725
891,0.04000000000000001,0.0099,5.0,0.9823204548867518
892,0.04000000000000001,0.01,5.0,0.9972080439257222
893,0.04000000000000001,0.011,5.0,0.9781029383553884
894,0.04000000000000001,0.012,5.0,0.9375861594762013
895,0.04000000000000001,0.02,5.0,0.9669267484350328
896,0.045000000000000005,0.008,5.0,0.9807299746598068
897,0.045000000000000005,0.009,5.0,1.0056459516398144
898,0.045000000000000005,0.0099,5.0,0.9718565069645303
899,0.045000000000000005,0.01,5.0,0.9558671807902007
900,0.045000000000000005,0.011,5.0,0.9575623383990912
901,0.045000000000000005,0.012,5.0,0.9411791687115845
902,0.045000000000000005,0.02,5.0,0.9512580310830849
903,0.05,0.008,5.0,0.9602198512033341
904,0.05,0.009,5.0,1.0487701264787954
905,0.05,0.0099,5.0,1.00428782626726
906,0.05,0.01,5.0,1.0178550288994441
907,0.05,0.011,5.0,0.9647468239119166
908,0.05,0.012,5.0,1.0485613958275553
909,0.05,0.02,5.0,0.9731973842109841
910,0.001,0.008,6.0,0.9756221169675019
911,0.001,0.009,6.0,0.9812181354712257
912,0.001,0.0099,6.0,0.9416277730666003
913,0.001,0.01,6.0,1.0243467969573723
914,0.001,0.011,6.0,0.9353068243150631
915,0.001,0.012,6.0,1.0048043692851119
916,0.001,0.02,6.0,0.9657864291609413
917,0.002,0.008,6.0,1.0164814874850066
918,0.002,0.009,6.0,1.0054494466251074
919,0.002,0.0099,6.0,0.9716131013356673
920,0.002,0.01,6.0,1.0312914971534972
921,0.002,0.011,6.0,1.0196810206469815
922,0.002,0.012,6.0,0.9789000441766689
923,0.002,0.02,6.0,0.9411149598315306
924,0.003,0.008,6.0,1.0219869685674623
925,0.003,0.009,6.0,0.966352443412389
926,0.003,0.0099,6.0,0.98723020069164
927,0.003,0.01,6.0,0.9325486984129671
928,0.003,0.011,6.0,0.9618506201338611
929,0.003,0.012,6.0,0.9508251604756296
930,0.003,0.02,6.0,1.0139617647862584
931,0.004,0.008,6.0,0.974042691344484
932,0.004,0.009,6.0,0.9968283876719662
933,0.004,0.0099,6.0,1.01480714793956
934,0.004,0.01,6.0,0.9613540545870363
935,0.004,0.011,6.0,0.9551495480558665
936,0.004,0.012,6.0,0.9401009386859106
937,0.004,0.02,6.0,0.9571250156310424
938,0.005,0.008,6.0,0.9697848311877147
939,0.005,0.009,6.0,0.9837955326337948
940,0.005,0.0099,6.0,1.004956201082082
941,0.005,0.01,6.0,0.9474834566887428
942,0.005,0.011,6.0,0.9369065065611939
943,0.005,0.012,6.0,1.0176258481905565
944,0.005,0.02,6.0,0.9500355091260503
945,0.006,0.008,6.0,0.951295599506381
946,0.006,0.009,6.0,0.9466090604335041
947,0.006,0.0099,6.0,0.9535904429156055
948,0.006,0.01,6.0,1.0162769393667443
949,0.006,0.011,6.0,0.9519279624675065
950,0.006,0.012,6.0,0.9576769986131006
951,0.006,0.02,6.0,0.9505501722315906
952,0.007,0.008,6.0,0.9740322323553628
953,0.007,0.009,6.0,1.0013701672946613
954,0.007,0.0099,6.0,0.96914474498429
955,0.007,0.01,6.0,0.9383124601983307
956,0.007,0.011,6.0,0.975218285831169
957,0.007,0.012,6.0,1.0168311876114582
958,0.007,0.02,6.0,0.9479663229408484
959,0.008,0.008,6.0,1.0078454587289
960,0.008,0.009,6.0,0.9895287160628551
961,0.008,0.0099,6.0,0.9665194517473678
962,0.008,0.01,6.0,0.9828893814346866
963,0.008,0.011,6.0,0.9352938778548204
964,0.008,0.012,6.0,0.9428252061591514
965,0.008,0.02,6.0,0.9559104353537916
966,0.009000000000000001,0.008,6.0,0.9438082741872229
967,0.009000000000000001,0.009,6.0,0.9761557031467264
968,0.009000000000000001,0.0099,6.0,1.0409288860776
969,0.009000000000000001,0.01,6.0,0.9850428381545444
970,0.009000000000000001,0.011,6.0,0.9919380275043337
971,0.009000000000000001,0.012,6.0,0.9373017131827488
972,0.009000000000000001,0.02,6.0,0.955630803843905
973,0.010000000000000002,0.008,6.0,0.9870904483486113
974,0.010000000000000002,0.009,6.0,0.9653275261803617
975,0.010000000000000002,0.0099,6.0,1.0168447257433153
976,0.010000000000000002,0.01,6.0,0.9397853392731017
977,0.010000000000000002,0.011,6.0,1.0166919836494672
978,0.010000000000000002,0.012,6.0,0.9560481612316334
979,0.010000000000000002,0.02,6.0,0.950200507941744
980,0.011,0.008,6.0,0.956652903638506
981,0.011,0.009,6.0,0.9854658584570137
982,0.011,0.0099,6.0,0.9778493252335196
983,0.011,0.01,6.0,1.03314176692533
984,0.011,0.011,6.0,0.9678261706390509
985,0.011,0.012,6.0,0.9803423125372968
986,0.011,0.02,6.0,0.9549462677683521
987,0.012,0.008,6.0,0.9730471025321109
988,0.012,0.009,6.0,0.9871816045465285
989,0.012,0.0099,6.0,0.9507545042330888
990,0.012,0.01,6.0,0.9828685511389341
991,0.012,0.011,6.0,1.0044290019467361
992,0.012,0.012,6.0,1.0227119503083284
993,0.012,0.02,6.0,0.9702804625532024
994,0.013000000000000001,0.008,6.0,1.0305092074121718
995,0.013000000000000001,0.009,6.0,0.982638933038988
996,0.013000000000000001,0.0099,6.0,0.9432742509224474
997,0.013000000000000001,0.01,6.0,0.9476320894922678
998,0.013000000000000001,0.011,6.0,0.936992669805684
999,0.013000000000000001,0.012,6.0,0.9488808260221459
1000,0.013000000000000001,0.02,6.0,1.0190469368533828
1001,0.014000000000000002,0.008,6.0,1.044808793033458
1002,0.014000000000000002,0.009,6.0,0.9854032879443335
1003,0.014000000000000002,0.0099,6.0,0.9452613897138543
1004,0.014000000000000002,0.01,6.0,0.9455694222781603
1005,0.014000000000000002,0.011,6.0,0.9944575702298665
1006,0.014000000000000002,0.012,6.0,0.9537343855399723
1007,0.014000000000000002,0.02,6.0,0.9467728587756338
1008,0.015,0.008,6.0,1.0290129229386513
1009,0.015,0.009,6.0,1.0124505500055667
1010,0.015,0.0099,6.0,0.9880079239351145
1011,0.015,0.01,6.0,0.937402581811503
1012,0.015,0.011,6.0,0.94261907805611
1013,0.015,0.012,6.0,1.0497627670238665
1014,0.015,0.02,6.0,0.9409311140764272
1015,0.016,0.008,6.0,0.9873489909120025
1016,0.016,0.009,6.0,0.9784840474973548
1017,0.016,0.0099,6.0,0.9561965775439131
1018,0.016,0.01,6.0,0.9769368746972394
1019,0.016,0.011,6.0,0.9560421656883183
1020,0.016,0.012,6.0,0.9561246351911291
1021,0.016,0.02,6.0,0.9649017828804456
1022,0.017,0.008,6.0,1.0082959300691183
1023,0.017,0.009,6.0,0.970691612197579
1024,0.017,0.0099,6.0,1.016686815458148
1025,0.017,0.01,6.0,0.9554154973076825
1026,0.017,0.011,6.0,0.9385458956183096
1027,0.017,0.012,6.0,1.0628584728202124
1028,0.017,0.02,6.0,0.9576625922998491
1029,0.018000000000000002,0.008,6.0,0.9423756765406456
1030,0.018000000000000002,0.009,6.0,0.9639525341805013
1031,0.018000000000000002,0.0099,6.0,0.9833606105732237
1032,0.018000000000000002,0.01,6.0,0.9857966018284732
